-1.202984E-4,-6.65591E-5,0.9997991253,-0.9978517865,-0.9997050187,0.6511047886,-0.9999910298,-0.790450245,-0.456232164,-0.3227445401,-0.25,2
-1.202984E-4,-6.65591E-5,0.9997991253,-0.9978517865,-0.9997050187,0.6511047886,-0.9999910298,-0.790450245,-0.456232164,-0.3227445401,-0.25,2
-1.202984E-4,-6.65591E-5,0.9997991253,-0.9978517865,-0.9997050187,0.6511047886,-0.9999910298,-0.790450245,-0.456232164,-0.3227445401,-0.25,2
-1.202984E-4,-6.65591E-5,0.9997991253,-0.9978517865,-0.9997050187,0.6511047886,-0.9999910298,-0.790450245,-0.456232164,-0.3227445401,-0.25,2
-1.202984E-4,-6.65591E-5,0.9997991253,-0.9978517865,-0.9997050187,0.6511047886,-0.9999910298,-0.790450245,-0.456232164,-0.3227445401,-0.25,2
-1.202984E-4,-6.65591E-5,0.9997991253,-0.9978517865,-0.9997050187,0.6511047886,-0.9999910298,-0.790450245,-0.456232164,-0.3227445401,-0.25,2
-1.202984E-4,-6.65591E-5,0.9997991253,-0.9978517865,-0.9997050187,0.6511047886,-0.9999910298,-0.790450245,-0.456232164,-0.3227445401,-0.25,2
-1.202984E-4,-6.65591E-5,0.9997991253,-0.9978517865,-0.9997050187,0.6511047886,-0.9999910298,-0.790450245,-0.456232164,-0.3227445401,-0.25,2
0.0214820453,0.8996385945,-0.326013034,-0.0118683925,0.8116952218,-0.0036661133,-0.8153337861,0.0166792525,-0.0143878859,0.9264741739,-0.25,4
0.0216832165,0.8883134094,-0.3107021611,-0.1508406919,0.5793435712,-0.006269905,-0.8528886565,0.0078378217,-0.0197174045,0.9111941787,-0.25,4
-0.8121440907,-0.4693631037,-0.3275778145,-0.5851025514,0.9901870668,0.3637643242,-0.9526762529,-0.0030135903,0.9062648,-0.3227426476,-0.25,5
-0.8121440907,-0.4693631037,-0.3275778145,-0.5851025514,0.9901870668,0.3637643242,-0.9526762529,-0.0030135903,0.9062648,-0.3227426476,-0.25,5
-0.8121440907,-0.4693631037,-0.3275778145,-0.5851025514,0.9901870668,0.3637643242,-0.9526762529,-0.0030135903,0.9062648,-0.3227426476,-0.25,5
-0.8121440907,-0.4693631037,-0.3275778145,-0.5851025514,0.9901870668,0.3637643242,-0.9526762529,-0.0030135903,0.9062648,-0.3227426476,-0.25,5
-1.550834E-4,-8.84439E-5,0.9997450088,-0.9987058314,-0.9996199944,0.6650367805,-0.9999885543,-0.7904181854,-0.4561747636,-0.322747052,-0.25,2
-1.550834E-4,-8.84439E-5,0.9997450088,-0.9987058314,-0.9996199944,0.6650367805,-0.9999885543,-0.7904181854,-0.4561747636,-0.322747052,-0.25,2
-1.550834E-4,-8.84439E-5,0.9997450088,-0.9987058314,-0.9996199944,0.6650367805,-0.9999885543,-0.7904181854,-0.4561747636,-0.322747052,-0.25,2
-1.550834E-4,-8.84439E-5,0.9997450088,-0.9987058314,-0.9996199944,0.6650367805,-0.9999885543,-0.7904181854,-0.4561747636,-0.322747052,-0.25,2
-1.550834E-4,-8.84439E-5,0.9997450088,-0.9987058314,-0.9996199944,0.6650367805,-0.9999885543,-0.7904181854,-0.4561747636,-0.322747052,-0.25,2
-1.550834E-4,-8.84439E-5,0.9997450088,-0.9987058314,-0.9996199944,0.6650367805,-0.9999885543,-0.7904181854,-0.4561747636,-0.322747052,-0.25,2
-1.550834E-4,-8.84439E-5,0.9997450088,-0.9987058314,-0.9996199944,0.6650367805,-0.9999885543,-0.7904181854,-0.4561747636,-0.322747052,-0.25,2
-0.81454619,-0.4711821111,-0.3327214419,-0.5836798477,0.9972721639,0.0118145336,-0.9542983234,3.983209E-4,0.9109202965,-0.322743068,-0.25,5
-0.81454619,-0.4711821111,-0.3327214419,-0.5836798477,0.9972721639,0.0118145336,-0.9542983234,3.983209E-4,0.9109202965,-0.322743068,-0.25,5
2.288479E-4,0.051062068,0.9271872465,-0.934718523,-0.9960073735,-0.219114129,-0.9998485544,-0.7471673705,-0.4316331422,-0.2526353195,-0.25,2
-0.7901888776,-0.456388542,-0.2908753915,-0.5965479404,0.9355552523,0.5973617303,-0.9525241052,-0.0250268818,0.8690087458,-0.3227442035,-0.25,5
-0.7901888776,-0.456388542,-0.2908753915,-0.5965479404,0.9355552523,0.5973617303,-0.9525241052,-0.0250268818,0.8690087458,-0.3227442035,-0.25,5
0.0137164136,0.7157125175,-0.0473110235,-0.5362859648,-0.5500312192,-0.0325569283,-0.9688035904,-0.1560046519,-0.1054047444,0.6686227181,-0.25,4
-4.47922E-5,3.58643E-5,0.9998368893,-0.9913892522,-0.999886692,0.5300166452,-0.9999966991,-0.7904721741,-0.4563292433,-0.3226632289,-0.25,2
-4.47922E-5,3.58643E-5,0.9998368893,-0.9913892522,-0.999886692,0.5300166452,-0.9999966991,-0.7904721741,-0.4563292433,-0.3226632289,-0.25,2
-4.47922E-5,3.58643E-5,0.9998368893,-0.9913892522,-0.999886692,0.5300166452,-0.9999966991,-0.7904721741,-0.4563292433,-0.3226632289,-0.25,2
-4.47922E-5,3.58643E-5,0.9998368893,-0.9913892522,-0.999886692,0.5300166452,-0.9999966991,-0.7904721741,-0.4563292433,-0.3226632289,-0.25,2
-4.47922E-5,3.58643E-5,0.9998368893,-0.9913892522,-0.999886692,0.5300166452,-0.9999966991,-0.7904721741,-0.4563292433,-0.3226632289,-0.25,2
-2.418659E-4,-1.393635E-4,0.9996045373,-0.999338395,-0.9994075673,0.6788100661,-0.9999826509,-0.7903349139,-0.456029661,-0.322748198,-0.25,2
-2.418659E-4,-1.393635E-4,0.9996045373,-0.999338395,-0.9994075673,0.6788100661,-0.9999826509,-0.7903349139,-0.456029661,-0.322748198,-0.25,2
-2.880646E-4,-1.661296E-4,0.9995292396,-0.9994357243,-0.9992944421,0.6823290177,-0.9999795678,-0.7902902703,-0.4559522343,-0.3227483298,-0.25,2
-2.880646E-4,-1.661296E-4,0.9995292396,-0.9994357243,-0.9992944421,0.6823290177,-0.9999795678,-0.7902902703,-0.4559522343,-0.3227483298,-0.25,2
-2.880646E-4,-1.661296E-4,0.9995292396,-0.9994357243,-0.9992944421,0.6823290177,-0.9999795678,-0.7902902703,-0.4559522343,-0.3227483298,-0.25,2
-2.880646E-4,-1.661296E-4,0.9995292396,-0.9994357243,-0.9992944421,0.6823290177,-0.9999795678,-0.7902902703,-0.4559522343,-0.3227483298,-0.25,2
-2.880646E-4,-1.661296E-4,0.9995292396,-0.9994357243,-0.9992944421,0.6823290177,-0.9999795678,-0.7902902703,-0.4559522343,-0.3227483298,-0.25,2
-2.880646E-4,-1.661296E-4,0.9995292396,-0.9994357243,-0.9992944421,0.6823290177,-0.9999795678,-0.7902902703,-0.4559522343,-0.3227483298,-0.25,2
0.021392827,0.8981578289,-0.3237268485,-0.0421596274,0.7697254535,-0.0026386725,-0.8230890694,0.0152425581,-0.0151176127,0.9243845629,-0.25,4
-0.7811570683,-0.4710998997,-0.333178495,-0.576542971,0.99666933,-0.6174276933,-0.9460843733,0.0169011134,0.8831180152,-0.3225205063,-0.25,5
-0.7811570683,-0.4710998997,-0.333178495,-0.576542971,0.99666933,-0.6174276933,-0.9460843733,0.0169011134,0.8831180152,-0.3225205063,-0.25,5
-0.813394368,-0.4710781362,-0.3324440655,-0.5833904284,0.9967983897,-0.0145747529,-0.9543420892,7.075971E-4,0.9098110811,-0.3227376751,-0.25,5
-0.813394368,-0.4710781362,-0.3324440655,-0.5833904284,0.9967983897,-0.0145747529,-0.9543420892,7.075971E-4,0.9098110811,-0.3227376751,-0.25,5
-0.7811570683,-0.4710998997,-0.333178495,-0.576542971,0.99666933,-0.6174276933,-0.9460843733,0.0169011134,0.8831180152,-0.3225205063,-0.25,5
-0.7811570683,-0.4710998997,-0.333178495,-0.576542971,0.99666933,-0.6174276933,-0.9460843733,0.0169011134,0.8831180152,-0.3225205063,-0.25,5
