"origipaddr(p0)","origipaddr(p1)","origipaddr(p2)","destipaddr","datetimeconnect","datetimedisconnect","duration","origdevicename(p0)","origdevicename(p1)","origdevicename(p2)","origdevicename(p3)","origipv4v6addr(p0)","origipv4v6addr(p1)","origipv4v6addr(p2)","origipv4v6addr(p3)","destipv4v6addr"
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9968099732845095,-0.7640596427009403,-0.9274336283185841,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,0.14022347027226045,0.9968101496674573,-0.7639816110645739,-0.9716814159292035,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.6666666666666272
0,0,1,-1,-1,-0.8602984007806285,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.6587036682282097,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.6587871620791217,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.6588659740318517,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.6589510285154911,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.6590298404682211,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.6591141146354966,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.6592069722827727,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.6592912464500482,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9993839042411332,0.6593052921445941,-0.9628318584070796,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9993839042411332,0.6593052921445941,-0.9628318584070796,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9975420034383033,-0.3591854745669537,-0.7858407079646017,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9975420034383033,-0.3591854745669537,-0.7858407079646017,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0,1,-1,-1,-0.8478609382601988,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0.816496580927726,-0.4714045207910318,-0.33333333333333326,0.15596985574502176,0.9970324274581472,-0.6410692987257824,-0.9876106194690265,0.790569415042095,-0.4564354645876385,-0.32274861218395134,-0.25,0.790569415042095,-0.4564354645876385,-0.32274861218395134,-0.25,-0.6666666666666272
0.816496580927726,-0.4714045207910318,-0.33333333333333326,0.14022347027226045,0.9970324810785633,-0.6409093338712314,-0.6920353982300884,0.790569415042095,-0.4564354645876385,-0.32274861218395134,-0.25,0.790569415042095,-0.4564354645876385,-0.32274861218395134,-0.25,-0.6666666666666272
0.816496580927726,-0.4714045207910318,-0.33333333333333326,0.15596985574502176,0.9970327661134069,-0.6408828031148668,-0.9893805309734514,0.790569415042095,-0.4564354645876385,-0.32274861218395134,-0.25,0.790569415042095,-0.4564354645876385,-0.32274861218395134,-0.25,-0.6666666666666272
0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.30713452219393855,0.9970222071246257,-0.6466914781259766,-0.9203539823008849,0.790569415042095,-0.4564354645876385,-0.32274861218395134,-0.25,0.790569415042095,-0.4564354645876385,-0.32274861218395134,-0.25,-0.8666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9964502042805565,-0.9629552609514476,-0.8,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9964502042805565,-0.9629552609514476,-0.8,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0,1,-1,-1,-0.9629139041841734,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9964505909119781,-0.9628202662205338,-0.9787610619469027,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9964505909119781,-0.9628202662205338,-0.9787610619469027,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9992451077940574,0.5826243834037634,-0.7964601769911505,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9992451077940574,0.5826243834037634,-0.7964601769911505,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.996543886202802,-0.9112070206623871,-0.9309734513274336,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.996543886202802,-0.9112070206623871,-0.9309734513274336,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0,1,-1,-1,0.702963992691557,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.703047486542469,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.7031255181788352,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.7032082317133836,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.7032940665133864,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9994634007411929,0.7033057712588415,-0.8743362831858407,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9994634007411929,0.7033057712588415,-0.8743362831858407,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0,1,-1,-1,0.7033752194152074,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.7034602738988469,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.7035422071170314,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9988792542839404,0.380231387211317,-0.9699115044247788,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9988792542839404,0.380231387211317,-0.9699115044247788,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9973050308314746,-0.49031061663330167,-0.9663716814159292,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9973050308314746,-0.49031061663330167,-0.9663716814159292,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,0.13991520286867232,0.9993400370965089,0.6350647643073932,-0.9221238938053098,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.8666666666666272
0,0.9428090415820636,-0.33333333333333326,-0.13403482532095545,0.9993401132939421,0.6350819312673937,-0.9787610619469027,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.8666666666666272
0,0.9428090415820636,-0.33333333333333326,-1,-1,0.635092855696485,-1,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,0
0,0.9428090415820636,-0.33333333333333326,0.14022347027226045,0.9993401767918033,0.6351240683510315,-0.9628318584070796,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,0.4642663133257172,0.9993403009653985,0.6351802511292153,-0.9911504424778761,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.8666666666666272
0,0.9428090415820636,-0.33333333333333326,-1,-1,0.6352013196710342,-1,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,0
0,0.9428090415820636,-0.33333333333333326,0.14022347027226045,0.9993402402896645,0.6352130244164891,-0.8407079646017699,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,0.4642663133257172,-1,0.6352130244164891,-1,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,0
0,0.9428090415820636,-0.33333333333333326,0.15596985574502176,0.9993405507236526,0.6354393161619516,-0.7168141592920354,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,-1,-1,0.6354432177437699,-1,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,0
0,0.9428090415820636,-0.33333333333333326,0.15596985574502176,0.9991212968422178,0.5143310952559497,-0.40176991150442476,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9992331391527582,0.57594799659626,-0.9274336283185841,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9992331391527582,0.57594799659626,-0.9274336283185841,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0,1,-1,-1,-0.8579192161878191,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,-0.8577717363950866,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.99882085882868,0.3480168064538405,-0.7929203539823009,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.99882085882868,0.3480168064538405,-0.7929203539823009,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9988211085869338,0.34808937587566136,-0.9415929203539823,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9988211085869338,0.34808937587566136,-0.9415929203539823,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,0.14022347027226045,0.9967721257371243,-0.7841395236870885,1,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,0.15596985574502176,0.9976715023874403,-0.2875321441572056,-0.6938053097345133,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,0.15596985574502176,0.9978151528932369,-0.20821532673992016,-0.9699115044247788,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,0.15596985574502176,0.9978151867587628,-0.20819503851446497,-0.9663716814159292,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.6666666666666272
0,0,1,-1,-1,-0.8542727978204203,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9980173964031953,-0.09638194613242046,-0.9858407079646018,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9980173964031953,-0.09638194613242046,-0.9858407079646018,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9977291034139042,-0.2558005792288367,-0.9699115044247788,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9977291034139042,-0.2558005792288367,-0.9699115044247788,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,0.15596985574502176,0.9983830340205841,0.1060219744891171,-0.5168141592920354,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,-0.9053741515223583,0.9983835194264563,0.10609766517639252,-0.9539823008849557,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.8666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9983835194264563,0.10609766517639252,-0.9539823008849557,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9983835194264563,0.10609766517639252,-0.9539823008849557,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,-0.8203060435661728,0.9983836224340978,0.1061382416273029,-0.9911504424778761,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.999748985899471,0.8611934236497503,-0.9663716814159292,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.999748985899471,0.8611934236497503,-0.9663716814159292,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0,1,-1,-1,0.5245446561399387,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.5246063011326683,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.524667165809034,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.5247288108017634,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.5247896754781292,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.5248513204708585,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.5249114048308605,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.5249714891908626,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.5250807334817755,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.5251322343617773,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,0.9677581081697952,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0,1,-1,-1,-0.7907971829018638,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
0,0.9428090415820636,-0.33333333333333326,-0.6221727749765527,0.998364482767677,0.09559070533966585,-0.9079646017699115,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.8666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9971452617463856,-0.5786276029890798,-0.8867256637168142,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9971452617463856,-0.5786276029890798,-0.8867256637168142,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0,1,-1,-1,-0.797997942305749,-1,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,-0.7905694150420949,-0.4564354645876385,-0.32274861218395134,-0.25,0
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9981111065467123,-0.044536166297902136,-0.9309734513274336,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.30713452219393855,0.9970435734493783,-0.6348813899619323,-0.9327433628318584,0.790569415042095,-0.4564354645876385,-0.32274861218395134,-0.25,0.790569415042095,-0.4564354645876385,-0.32274861218395134,-0.25,-0.8666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9989551412833584,0.42220148314731243,-0.95929203539823,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9989551412833584,0.42220148314731243,-0.95929203539823,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9989554785275545,0.42237705432913675,-0.984070796460177,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9989554785275545,0.42237705432913675,-0.984070796460177,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9980085038805042,-0.10128233289622612,-0.9469026548672567,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9980085038805042,-0.10128233289622612,-0.9469026548672567,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,0.15596985574502176,0.9976749707817238,-0.2856554833025954,-0.7876106194690266,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9986006496572006,0.22617274721690417,-0.9486725663716814,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9986006496572006,0.22617274721690417,-0.9486725663716814,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.9810306129735157,0.9986013509558007,0.22658553457328212,-0.8920353982300885,0.790569415042095,-0.4564354645876385,-0.32274861218395134,-0.25,0.790569415042095,-0.4564354645876385,-0.32274861218395134,-0.25,-0.8666666666666272
0,0.9428090415820636,-0.33333333333333326,0.6850107812265229,0.9981004304396541,-0.05045642654901572,-0.968141592920354,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.8666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9979215978855778,-0.1493412374178863,-0.9469026548672567,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9979215978855778,-0.1493412374178863,-0.9469026548672567,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9988719195754434,0.3761799846511771,-0.95929203539823,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9988719195754434,0.3761799846511771,-0.95929203539823,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,-0.4802832530760588,0.998389523501996,0.10947409408196362,-0.8265486725663717,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.8666666666666272
0,0.9428090415820636,-0.33333333333333326,-0.8045596580934116,0.9983898325249203,0.10957397457651252,-0.9876106194690265,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9983900724057291,0.1097386213292455,-0.9150442477876106,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9983900724057291,0.1097386213292455,-0.9150442477876106,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.998390511246503,0.10996023117652598,-0.9628318584070796,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.998390511246503,0.10996023117652598,-0.9628318584070796,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9983905493452196,0.10999222414743604,-0.9380530973451328,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9983905493452196,0.10999222414743604,-0.9380530973451328,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9983697940109981,0.09849894442703899,-0.9734513274336283,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9983697940109981,0.09849894442703899,-0.9734513274336283,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
0,0.9428090415820636,-0.33333333333333326,-0.74157483701469,0.9987548916062408,0.3115323345543983,-0.8035398230088495,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.8666666666666272
0,0.9428090415820636,-0.33333333333333326,-0.7638902442314035,0.997904993900413,-0.15850683342547567,-0.9097345132743363,0,0,0.9682458365518543,-0.25,0,0.912870929175277,-0.32274861218395134,-0.25,-0.8666666666666272
-0.816496580927726,-0.4714045207910318,-0.33333333333333326,-0.5841102614747548,0.9996107383561281,0.7847356853889271,-0.9823008849557522,0,0.912870929175277,-0.32274861218395134,-0.25,0,0,0.9682458365518543,-0.25,-0.6666666666666272
